variable name,variable explanation,cycle name,variable documentation link,cycle documentation link,cycle dataset link
DUQ330,Ever used methamphetamine,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.htm#DUQ330,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.xpt
DUQ270Q,"Last time you used cocaine, in any form",2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.htm#DUQ270Q,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.xpt
DXXAGST,Android/gynoid region status,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXAGST,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXANTV,Android region invalidity code,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXANTV,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXDSTTOT,Subtotal (Total excl Head) (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDSTTOT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDSTLI,Subtotal Lean incl BMC (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDSTLI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDSTLE,Subtotal Lean excl BMC (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDSTLE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDSTFAT,Subtotal Fat (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDSTFAT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDSTBMD,Subtotal BMD (g/cm^2),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDSTBMD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDSTBMC,Subtotal BMC (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDSTBMC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDSTA,Subtotal Area (cm^2),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDSTA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDTRPF,Trunk Percent Fat,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDTRPF,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDTRTOT,Trunk Total (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDTRTOT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXXTRLI,Trunk Lean incl BMC (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXXTRLI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDTRLE,Trunk Lean excl BMC (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDTRLE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXXTRFAT,Trunk Fat (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXXTRFAT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXATRTV,Trunk Tissue Invalidity Code,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXATRTV,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDTRBMD,Trunk Bone BMD (g/cm^2),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDTRBMD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDTRBMC,Trunk BMC (g),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDTRBMC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXDSTPF,Subtotal Percent Fat,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm#DXDSTPF,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXX_I.xpt
DXXVFATV,Visceral adipose tissue volume,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXVFATV,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXVFATM,Visceral adipose tissue mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXVFATM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXVFATA,Visceral adipose tissue area,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXVFATA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXGYTV,Gynoid region invalidity code,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXGYTV,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXANFM,Android fat mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXANFM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXANLM,Android lean mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXANLM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXANTOM,Android total mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXANTOM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXGYFM,Gynoid fat mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXGYFM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXGYLM,Gynoid lean mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXGYLM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXGYTOM,Gynoid total mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXGYTOM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXVATV,VAT and SAT invalidity code,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXVATV,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXAGRAT,Android to Gynoid ratio,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXAGRAT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXGPFAT,Gynoid percent fat,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXGPFAT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXSATA,Subcutaneous fat area,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXSATA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXSATM,Subcutaneous fat mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXSATM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXSATV,Subcutaneous fat volume,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXSATV,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXTATA,Total abdominal fat area,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXTATA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXTATM,Total abdominal fat mass,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXTATM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXTATV,Total abdominal fat volume,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXTATV,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
DXXAPFAT,Android percent fat,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm#DXXAPFAT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DXXAG_I.xpt
URDFLOW2,Urine #2 Flow Rate (mL/min),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm#URDFLOW2,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.xpt
DUQ260,Age first used cocaine,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.htm#DUQ260,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.xpt
DUQ240,Ever used cocaine/heroin/methamphetamine,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.htm#DUQ240,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DUQ_I.xpt
DSQTLZ,Lutein + zeaxanthin (mcg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTLZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTVB1,Thiamin (Vitamin B1) (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTVB1,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTVB2,Riboflavin (Vitamin B2) (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTVB2,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTNIAC,Niacin (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTNIAC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTVB6,Vitamin B6 (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTVB6,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTFA,Folic acid (mcg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTFA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTFDFE,"Folate, DFE (mcg)",2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTFDFE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTCHL,Total choline (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTCHL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTVB12,Vitamin B12 (mcg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTVB12,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTVC,Vitamin C (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTVC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTVK,Vitamin K (mcg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTVK,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTVD,Vitamin D (D2 + D3) (mcg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTVD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTCALC,Calcium (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTCALC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTPHOS,Phosphorus (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTPHOS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTMAGN,Magnesium (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTMAGN,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTLYCO,Lycopene (mcg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTLYCO,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTCHOL,Cholesterol (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTCHOL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTPFAT,Total polyunsaturated fatty acids (gm),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTPFAT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTMFAT,Total monounsaturated fatty acids (gm),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTMFAT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
URDTIME1,Minutes b/w last urination  & urine # 1,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm#URDTIME1,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.xpt
URDFLOW1,Urine #1 Flow Rate (mL/min),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm#URDFLOW1,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.xpt
URXVOL1,The volume of urine collection #1 (mL),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm#URXVOL1,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.xpt
SEQN,Respondent sequence number,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm#SEQN,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.xpt
SEQN,Respondent sequence number,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#SEQN,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSDCOUNT,Total # of Dietary Supplements Taken,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSDCOUNT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSDANCNT,Total # of Antacids Taken,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSDANCNT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTIRON,Iron (mg),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTIRON,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSD010,Any Dietary Supplements Taken?,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSD010,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTKCAL,Energy (kcal),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTKCAL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTPROT,Protein (gm),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTPROT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
DSQTCARB,Carbohydrate (gm),2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm#DSQTCARB,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DSQTOT_I.xpt
