var1,var2,transform1,transform2,correlation,abs_correlation,n_samples
DPQ_TOTAL,LBXGLU,square,sqrt,0.007981093227152548,0.007981093227152548,4512
RIDAGEYR,PAQ_MINS,sqrt,original,0.007922484260836785,0.007922484260836785,4523
LBXVIDMS,ALQ120Q,sqrt,sqrt,0.007905882455986227,0.007905882455986227,4500
RIDAGEYR,DPQ_TOTAL,inverse,sqrt,0.007861604945951747,0.007861604945951747,4530
LBXGLU,ALQ120Q,inverse,original,-0.007809303001824022,0.007809303001824022,4497
BPXSY1,PAQ_MINS,log,square,0.007795446659844237,0.007795446659844237,4506
PAQ_MINS,LBXVIDMS,inverse,log,-0.007703361960140676,0.007703361960140676,4511
SLD012,LBXVIDMS,log,inverse,-0.007699687821989959,0.007699687821989959,4511
BMXBMI,DPQ_TOTAL,inverse,log,-0.007475594234617576,0.007475594234617576,4538
RIDAGEYR,PAQ_MINS,square,log,0.007443755003771601,0.007443755003771601,4523
LBXVIDMS,ALQ120Q,original,sqrt,0.007377894462790966,0.007377894462790966,4500
BPXSY1,PAQ_MINS,sqrt,square,0.007362072921397227,0.007362072921397227,4506
SLD012,ALQ120Q,log,inverse,0.007358089890650518,0.007358089890650518,4518
DPQ_TOTAL,LBXGLU,original,sqrt,0.007327061307362682,0.007327061307362682,4512
SLD012,ALQ120Q,sqrt,inverse,0.007325239429782205,0.007325239429782205,4518
DPQ_TOTAL,LBXGLU,log,sqrt,0.007135034836360208,0.007135034836360208,4512
DPQ_TOTAL,LBXGLU,sqrt,original,0.007133040919797471,0.007133040919797471,4512
SLD012,ALQ120Q,original,inverse,0.006945487929796606,0.006945487929796606,4518
BPXSY1,PAQ_MINS,original,square,0.006933908917786744,0.006933908917786744,4506
BMXBMI,SLD012,original,inverse,-0.006906609799277159,0.006906609799277159,4535
LBXVIDMS,ALQ120Q,square,sqrt,0.006847105929827479,0.006847105929827479,4500
SLD012,LBXGLU,log,square,-0.006788759345428164,0.006788759345428164,4520
RIDAGEYR,PAQ_MINS,original,square,-0.006773611043287188,0.006773611043287188,4523
BMXBMI,PAQ_MINS,inverse,inverse,-0.0066955275854567705,0.0066955275854567705,4531
BMXBMI,SLD012,square,log,0.006683493220001661,0.006683493220001661,4535
RIDAGEYR,PAQ_MINS,square,inverse,-0.0066674649883609145,0.0066674649883609145,4523
SLD012,LBXGLU,inverse,original,0.006662714164316349,0.006662714164316349,4520
BMXBMI,DPQ_TOTAL,square,inverse,-0.006634300894914521,0.006634300894914521,4538
BMXBMI,DPQ_TOTAL,original,inverse,-0.006624650018766474,0.006624650018766474,4538
BMXBMI,DPQ_TOTAL,sqrt,inverse,-0.006528246522263254,0.006528246522263254,4538
SLD012,LBXVIDMS,inverse,inverse,0.006473603436724549,0.006473603436724549,4511
DPQ_TOTAL,LBXGLU,square,original,0.0064436522168745585,0.0064436522168745585,4512
BMXBMI,DPQ_TOTAL,log,inverse,-0.006353452523388481,0.006353452523388481,4538
BMXBMI,DPQ_TOTAL,log,sqrt,0.006277837586616907,0.006277837586616907,4538
BMXBMI,DPQ_TOTAL,original,original,0.0062532229816242785,0.0062532229816242785,4538
SLD012,ALQ120Q,inverse,inverse,-0.006150677690047009,0.006150677690047009,4518
LBXVIDMS,ALQ120Q,original,square,-0.006115316914820014,0.006115316914820014,4500
BPXSY1,PAQ_MINS,square,square,0.00610173623491791,0.00610173623491791,4506
SLD012,LBXVIDMS,square,log,0.006012226141398829,0.006012226141398829,4511
DPQ_TOTAL,LBXGLU,log,original,0.005913097859427286,0.005913097859427286,4512
DPQ_TOTAL,ALQ120Q,square,sqrt,0.005906334842938773,0.005906334842938773,4518
RIDAGEYR,PAQ_MINS,original,inverse,-0.0058710270289481685,0.0058710270289481685,4523
BMXBMI,DPQ_TOTAL,log,log,0.005839750898567987,0.005839750898567987,4538
LBXVIDMS,ALQ120Q,sqrt,square,-0.005760687601129573,0.005760687601129573,4500
DPQ_TOTAL,LBXGLU,original,original,0.005716536600388524,0.005716536600388524,4512
BMXBMI,SLD012,sqrt,inverse,-0.005716251334202607,0.005716251334202607,4535
BMXBMI,DPQ_TOTAL,inverse,inverse,0.005706127546442505,0.005706127546442505,4538
PAQ_MINS,ALQ120Q,inverse,square,-0.005679641901770811,0.005679641901770811,4510
BMXBMI,PAQ_MINS,log,inverse,0.005513515228400472,0.005513515228400472,4531
RIDAGEYR,PAQ_MINS,square,sqrt,0.005491707840673458,0.005491707840673458,4523
RIDAGEYR,PAQ_MINS,original,original,0.005465641506125482,0.005465641506125482,4523
SLD012,ALQ120Q,square,inverse,0.0054324119629755125,0.0054324119629755125,4518
BMXBMI,SLD012,square,sqrt,0.005425536533930889,0.005425536533930889,4535
BMXBMI,DPQ_TOTAL,square,square,0.005392151599394877,0.005392151599394877,4538
RIDAGEYR,PAQ_MINS,sqrt,inverse,-0.005306303500372464,0.005306303500372464,4523
RIDAGEYR,PAQ_MINS,sqrt,square,-0.005135801197022411,0.005135801197022411,4523
BMXBMI,DPQ_TOTAL,sqrt,sqrt,0.0049362955532035934,0.0049362955532035934,4538
BMXBMI,PAQ_MINS,sqrt,inverse,0.004929027737430128,0.004929027737430128,4531
BMXBMI,DPQ_TOTAL,sqrt,log,0.004892576983237832,0.004892576983237832,4538
PAQ_MINS,LBXVIDMS,inverse,sqrt,-0.004868253413789244,0.004868253413789244,4511
BPXSY1,PAQ_MINS,square,inverse,-0.004849151068311445,0.004849151068311445,4506
LBXVIDMS,ALQ120Q,log,square,-0.004844238916833231,0.004844238916833231,4500
SLD012,LBXVIDMS,square,sqrt,0.004747077746218101,0.004747077746218101,4511
BMXBMI,SLD012,original,log,0.00473014109756027,0.00473014109756027,4535
SLD012,LBXVIDMS,square,square,0.004713833812631247,0.004713833812631247,4511
LBXVIDMS,ALQ120Q,square,square,-0.004713802894526627,0.004713802894526627,4500
RIDAGEYR,PAQ_MINS,log,inverse,-0.0046586150809279706,0.0046586150809279706,4523
SLD012,LBXVIDMS,original,log,0.004551889451312381,0.004551889451312381,4511
BMXBMI,SLD012,log,inverse,-0.004464324960142135,0.004464324960142135,4535
BMXBMI,PAQ_MINS,original,inverse,0.004370106733291317,0.004370106733291317,4531
BMXBMI,SLD012,square,original,0.00419783663428958,0.00419783663428958,4535
RIDAGEYR,DPQ_TOTAL,square,log,-0.004175235648401779,0.004175235648401779,4530
BPXSY1,PAQ_MINS,original,inverse,-0.00414211859677365,0.00414211859677365,4506
DPQ_TOTAL,LBXGLU,sqrt,square,0.0041403159349624,0.0041403159349624,4512
SLD012,LBXVIDMS,square,original,0.0041371828672323975,0.0041371828672323975,4511
SLD012,LBXGLU,inverse,square,0.0039055569093480063,0.0039055569093480063,4520
BMXBMI,DPQ_TOTAL,original,log,0.003891023165819773,0.003891023165819773,4538
DPQ_TOTAL,ALQ120Q,original,sqrt,0.003804402792212628,0.003804402792212628,4518
BPXSY1,PAQ_MINS,sqrt,inverse,-0.0037793306732090285,0.0037793306732090285,4506
SLD012,LBXVIDMS,sqrt,log,0.0037757561222961696,0.0037757561222961696,4511
BMXBMI,SLD012,sqrt,log,0.0037386952470238348,0.0037386952470238348,4535
SLD012,LBXVIDMS,inverse,square,0.0037110747421913674,0.0037110747421913674,4511
PAQ_MINS,ALQ120Q,inverse,original,-0.0037018934038686104,0.0037018934038686104,4510
LBXGLU,ALQ120Q,inverse,square,0.003649015268264955,0.003649015268264955,4497
BMXBMI,SLD012,original,sqrt,0.003633794971081547,0.003633794971081547,4535
RIDAGEYR,PAQ_MINS,log,square,-0.003620510474272791,0.003620510474272791,4523
BMXBMI,DPQ_TOTAL,original,sqrt,0.0035830221677583037,0.0035830221677583037,4538
LBXGLU,ALQ120Q,square,square,0.0034951312024843993,0.0034951312024843993,4497
BPXSY1,PAQ_MINS,log,inverse,-0.0034124797738985893,0.0034124797738985893,4506
LBXVIDMS,ALQ120Q,inverse,original,-0.0033744470345464994,0.0033744470345464994,4500
BMXBMI,PAQ_MINS,square,inverse,0.003361171254444153,0.003361171254444153,4531
DPQ_TOTAL,LBXGLU,log,square,0.0033484290092922115,0.0033484290092922115,4512
RIDAGEYR,PAQ_MINS,inverse,inverse,0.003275292461275473,0.003275292461275473,4523
PAQ_MINS,ALQ120Q,inverse,sqrt,-0.003216316330474513,0.003216316330474513,4510
DPQ_TOTAL,LBXGLU,square,square,0.003182466857504458,0.003182466857504458,4512
RIDAGEYR,DPQ_TOTAL,original,log,-0.003167685265201665,0.003167685265201665,4530
SLD012,LBXVIDMS,original,sqrt,0.0030603813960884095,0.0030603813960884095,4511
SLD012,LBXVIDMS,log,log,0.0029928862730371885,0.0029928862730371885,4511
BMXBMI,DPQ_TOTAL,square,original,0.0027685307850161094,0.0027685307850161094,4538
BMXBMI,SLD012,sqrt,sqrt,0.0027550256035537932,0.0027550256035537932,4535
BMXBMI,SLD012,log,log,0.0027290955492953097,0.0027290955492953097,4535
BPXSY1,PAQ_MINS,inverse,inverse,0.002673494973576896,0.002673494973576896,4506
BMXBMI,SLD012,original,original,0.0025748053900593727,0.0025748053900593727,4535
PAQ_MINS,ALQ120Q,inverse,log,0.0023797294885252694,0.0023797294885252694,4510
RIDAGEYR,DPQ_TOTAL,inverse,log,-0.0023603572207228866,0.0023603572207228866,4530
LBXVIDMS,ALQ120Q,square,log,-0.0023565280563882583,0.0023565280563882583,4500
DPQ_TOTAL,LBXGLU,original,square,0.002328300410827603,0.002328300410827603,4512
LBXVIDMS,ALQ120Q,inverse,log,-0.0023163232436790443,0.0023163232436790443,4500
DPQ_TOTAL,ALQ120Q,log,sqrt,-0.0022925877834432005,0.0022925877834432005,4518
SLD012,LBXVIDMS,original,square,0.0022388643036889595,0.0022388643036889595,4511
LBXVIDMS,ALQ120Q,inverse,square,0.0022257024541718537,0.0022257024541718537,4500
SLD012,LBXVIDMS,original,original,0.0021989739854275823,0.0021989739854275823,4511
PAQ_MINS,LBXVIDMS,inverse,original,-0.002196994104559731,0.002196994104559731,4511
RIDAGEYR,DPQ_TOTAL,sqrt,log,-0.002167628890756036,0.002167628890756036,4530
SLD012,LBXVIDMS,sqrt,sqrt,0.002155265156804225,0.002155265156804225,4511
SLD012,LBXVIDMS,inverse,original,0.0021037011922065644,0.0021037011922065644,4511
DPQ_TOTAL,ALQ120Q,inverse,sqrt,-0.001978668611977157,0.001978668611977157,4518
BMXBMI,SLD012,square,square,0.001933210559573897,0.001933210559573897,4535
BMXBMI,SLD012,log,sqrt,0.0018803751896950287,0.0018803751896950287,4535
PAQ_MINS,LBXVIDMS,inverse,square,0.001867790304676409,0.001867790304676409,4511
BMXBMI,SLD012,sqrt,original,0.001811183850468443,0.001811183850468443,4535
BMXBMI,DPQ_TOTAL,square,log,0.0017940238747891702,0.0017940238747891702,4538
BMXBMI,SLD012,inverse,inverse,0.001727562781385709,0.001727562781385709,4535
LBXVIDMS,ALQ120Q,log,original,0.0016139052209959111,0.0016139052209959111,4500
LBXGLU,ALQ120Q,original,square,0.0015000017962595775,0.0015000017962595775,4497
SLD012,LBXVIDMS,inverse,log,-0.0014958932954818444,0.0014958932954818444,4511
LBXVIDMS,ALQ120Q,original,log,-0.0014465124851102912,0.0014465124851102912,4500
SLD012,LBXVIDMS,log,sqrt,0.0012351790503740668,0.0012351790503740668,4511
BMXBMI,SLD012,inverse,square,0.0011719561212474496,0.0011719561212474496,4535
RIDAGEYR,PAQ_MINS,inverse,square,0.001162226327870889,0.001162226327870889,4523
SLD012,LBXVIDMS,sqrt,original,0.0011418401892894336,0.0011418401892894336,4511
BMXBMI,SLD012,log,original,0.001073409844347945,0.001073409844347945,4535
BMXBMI,DPQ_TOTAL,square,sqrt,0.0008981227332022759,0.0008981227332022759,4538
LBXGLU,ALQ120Q,log,square,-0.000886413326744592,0.000886413326744592,4497
RIDAGEYR,DPQ_TOTAL,log,log,-0.000862721987711425,0.000862721987711425,4530
SLD012,LBXVIDMS,sqrt,square,0.0008407830722102418,0.0008407830722102418,4511
LBXVIDMS,ALQ120Q,sqrt,original,0.0007936267247368133,0.0007936267247368133,4500
DPQ_TOTAL,ALQ120Q,sqrt,sqrt,-0.0007207158336172526,0.0007207158336172526,4518
BMXBMI,SLD012,original,square,0.0006431144503882312,0.0006431144503882312,4535
SLD012,LBXVIDMS,log,square,-0.0006386328466938835,0.0006386328466938835,4511
BMXBMI,SLD012,inverse,log,-0.0006047909231271137,0.0006047909231271137,4535
LBXVIDMS,ALQ120Q,sqrt,log,-0.0005596818263937528,0.0005596818263937528,4500
SLD012,LBXVIDMS,inverse,sqrt,0.0005465907648747769,0.0005465907648747769,4511
RIDAGEYR,PAQ_MINS,square,original,0.00047389014700452783,0.00047389014700452783,4523
LBXVIDMS,ALQ120Q,log,log,0.0004659455455350177,0.0004659455455350177,4500
BMXBMI,SLD012,log,square,-0.00037415691121556383,0.00037415691121556383,4535
BMXBMI,SLD012,inverse,original,0.0003736151820517478,0.0003736151820517478,4535
LBXVIDMS,ALQ120Q,square,original,0.0003689052563486617,0.0003689052563486617,4500
LBXGLU,ALQ120Q,sqrt,square,0.000354899978686172,0.000354899978686172,4497
LBXVIDMS,ALQ120Q,original,original,0.00024160019038366057,0.00024160019038366057,4500
BMXBMI,SLD012,sqrt,square,0.00010160156471724625,0.00010160156471724625,4535
BMXBMI,SLD012,inverse,sqrt,-9.309479613007957e-05,9.309479613007957e-05,4535
SLD012,LBXVIDMS,log,original,5.3176065397457103e-05,5.3176065397457103e-05,4511
